-1,25,23.47587335
-0.98,24.01,23.6510354
-0.96,23.04,23.7419833
-0.94,22.09,22.97086606
-0.92,21.16,21.50622562
-0.9,20.25,21.67453679
-0.88,19.36,19.72868968
-0.86,18.49,18.45184042
-0.84,17.64,16.92076002
-0.82,16.81,18.58755812
-0.8,16,15.4143527
-0.78,15.21,15.79330871
-0.76,14.44,15.11549825
-0.74,13.69,13.3044323
-0.72,12.96,14.75116273
-0.7,12.25,12.95330933
-0.68,11.56,11.4723236
-0.66,10.89,11.04493188
-0.64,10.24,10.72147947
-0.62,9.61,9.733698362
-0.6,9,10.33812683
-0.58,8.41,8.057279613
-0.56,7.84,7.356763702
-0.54,7.29,6.731971106
-0.52,6.76,6.98081374
-0.5,6.25,4.71870571
-0.48,5.76,4.333379503
-0.46,5.29,6.292654968
-0.44,4.84,3.33497639
-0.42,4.41,6.054174047
-0.4,4,2.684745641
-0.38,3.61,1.637541415
-0.36,3.24,5.237656267
-0.34,2.89,3.603177945
-0.32,2.56,2.883867418
-0.3,2.25,0.994128426
-0.28,1.96,3.308877422
-0.26,1.69,-0.006100125
-0.24,1.44,2.871681552
-0.22,1.21,0.074403403
-0.2,1,2.556343728
-0.18,0.81,0.826875469
-0.16,0.64,1.997705608
-0.14,0.49,-1.203061839
-0.12,0.36,1.273651459
-0.1,0.25,-1.013524669
-0.08,0.16,1.270804499
-0.06,0.09,-1.512937866
-0.04,0.04,-0.300565504
-0.02,0.01,-1.574564817
0,0,1.073159199
0.02,0.01,0.158688836
0.04,0.04,-1.458568505
0.06,0.09,1.149962489
0.08,0.16,-0.059480513
0.1,0.25,1.770431282
0.12,0.36,-0.780248996
0.14,0.49,1.377938622
0.16,0.64,0.194636688
0.18,0.81,-0.031569673
0.2,1,0.763731668
0.22,1.21,0.572593509
0.24,1.44,0.225450495
0.26,1.69,2.814813024
0.28,1.96,2.674037856
0.3,2.25,0.281787427
0.32,2.56,1.02620363
0.34,2.89,2.751316979
0.36,3.24,2.161217766
0.38,3.61,4.266405343
0.4,4,3.516696035
0.42,4.41,6.1631468
0.44,4.84,3.508745498
0.46,5.29,3.561566343
0.48,5.76,5.291402268
0.5,6.25,8.158077589
0.52,6.76,6.976502691
0.54,7.29,6.100234434
0.56,7.84,9.072244184
0.58,8.41,6.774260773
0.6,9,8.12420799
0.62,9.61,8.033706054
0.64,10.24,11.09819922
0.66,10.89,12.20747545
0.68,11.56,12.61061802
0.7,12.25,11.27094044
0.72,12.96,12.36150051
0.74,13.69,15.33825527
0.76,14.44,12.69603314
0.78,15.21,14.3634323
0.8,16,15.01668182
0.82,16.81,18.37235402
0.84,17.64,16.63618306
0.86,18.49,19.65785793
0.88,19.36,19.31879986
0.9,20.25,20.86570869
0.92,21.16,20.14492491
0.94,22.09,23.20404707
0.96,23.04,21.91132299
0.98,24.01,25.94000764
1,25,24.62635517
